Year,Timestep,EcoregionName,EcoregionIndex,ppt,min_airtemp,max_airtemp,std_ppt,std_temp,winddirection,windspeed,ndeposition,co2,relativehumidity,min_relativehumidity,max_relativehumidity,specifichumidty,pet,par,ozone,shortwave,temperature,FWI,
1896, 12, 101, 0, 3.46, -4.98, 6.52, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1896, 1, 102, 1, 3.47, -9.92, 0.88, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1896, 2, 102, 1, 1.83, -9.31, 5.12, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1896, 3, 102, 1, 4.84, -5.62, 8.11, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1896, 4, 102, 1, 12.35, 7.29, 19.83, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1896, 5, 102, 1, 15.53, 15.01, 29.12, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1896, 6, 102, 1, 7.48, 17.95, 33.75, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1896, 7, 102, 1, 8.71, 20.19, 36.69, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1896, 8, 102, 1, 9.5, 18.59, 35.35, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1896, 9, 102, 1, 5.86, 13.32, 27.98, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1896, 10, 102, 1, 10.13, 7.03, 19.66, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1896, 11, 102, 1, 6.98, -4.2, 5.36, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1896, 12, 102, 1, 3.46, -4.98, 6.52, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 1, 101, 0, 6.11, -14.35, 0.35, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 2, 101, 0, 6.12, -9.18, 5.29, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 3, 101, 0, 4.24, -5.75, 8.18, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 4, 101, 0, 2.57, 6.19, 20.49, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 5, 101, 0, 5.03, 11.46, 27.35, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 6, 101, 0, 10.65, 16.22, 30.89, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 7, 101, 0, 22.33, 22.15, 36.24, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 8, 101, 0, 9.41, 18.15, 32.48, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 9, 101, 0, 5.47, 17.88, 33.46, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 10, 101, 0, 5.31, 10.64, 22.01, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 11, 101, 0, 2.03, -2.21, 9.24, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 12, 101, 0, 2.5, -11.87, 1.36, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 1, 102, 1, 6.11, -14.35, 0.35, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 2, 102, 1, 6.12, -9.18, 5.29, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 3, 102, 1, 4.24, -5.75, 8.18, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 4, 102, 1, 2.57, 6.19, 20.49, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 5, 102, 1, 5.03, 11.46, 27.35, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 6, 102, 1, 10.65, 16.22, 30.89, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 7, 102, 1, 22.33, 22.15, 36.24, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 8, 102, 1, 9.41, 18.15, 32.48, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 9, 102, 1, 5.47, 17.88, 33.46, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 10, 102, 1, 5.31, 10.64, 22.01, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 11, 102, 1, 2.03, -2.21, 9.24, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1897, 12, 102, 1, 2.5, -11.87, 1.36, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1898, 1, 101, 0, 2.12, -9.76, 5.38, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1898, 2, 101, 0, 2.52, -10.25, 6.4, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1898, 3, 101, 0, 2.74, -1.72, 12.33, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
