Year,Timestep,EcoregionName,EcoregionIndex,ppt,min_airtemp,max_airtemp,std_ppt,std_temp,winddirection,windspeed,ndeposition,co2,relativehumidity,min_relativehumidity,max_relativehumidity,specifichumidty,pet,par,ozone,shortwave,temperature,FWI,
1926, 9, 102, 1, 13.16, 14.48, 24.71, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1926, 10, 102, 1, 7.09, 8.73, 19.25, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1926, 11, 102, 1, 5.12, -1.25, 7.21, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1926, 12, 102, 1, 3.19, -10.16, 1.61, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 1, 101, 0, 2.71, -12.49, 0.66, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 2, 101, 0, 3.91, -7.89, 5.78, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 3, 101, 0, 3.76, 1.53, 13.18, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 4, 101, 0, 5.29, 7.1, 19.27, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 5, 101, 0, 7.91, 11.84, 23.5, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 6, 101, 0, 7.73, 17.56, 31.62, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 7, 101, 0, 9.84, 19.44, 33.88, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 8, 101, 0, 9.07, 17.27, 32.37, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 9, 101, 0, 4.74, 17.52, 29.63, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 10, 101, 0, 4.27, 10.28, 23.46, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 11, 101, 0, 5.02, -0.75, 8.8, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 12, 101, 0, 4.07, -13.55, -1.8, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 1, 102, 1, 2.71, -12.49, 0.66, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 2, 102, 1, 3.91, -7.89, 5.78, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 3, 102, 1, 3.76, 1.53, 13.18, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 4, 102, 1, 5.29, 7.1, 19.27, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 5, 102, 1, 7.91, 11.84, 23.5, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 6, 102, 1, 7.73, 17.56, 31.62, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 7, 102, 1, 9.84, 19.44, 33.88, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 8, 102, 1, 9.07, 17.27, 32.37, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 9, 102, 1, 4.74, 17.52, 29.63, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 10, 102, 1, 4.27, 10.28, 23.46, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 11, 102, 1, 5.02, -0.75, 8.8, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1927, 12, 102, 1, 4.07, -13.55, -1.8, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 1, 101, 0, 2.13, -10.67, 2.13, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 2, 101, 0, 1.49, -7.59, 5.05, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 3, 101, 0, 2.92, -2.98, 11.58, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 4, 101, 0, 6.56, 3.82, 16.62, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 5, 101, 0, 2.93, 13.6, 30.38, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 6, 101, 0, 13.51, 16.67, 30.17, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 7, 101, 0, 15.85, 21.17, 34.45, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 8, 101, 0, 16.02, 20.38, 33.83, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 9, 101, 0, 11.19, 14.47, 26.29, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 10, 101, 0, 8.34, 10.53, 21.72, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 11, 101, 0, 1.94, 4.6, 14.45, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 12, 101, 0, 2.87, -2.97, 6.91, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 1, 102, 1, 2.13, -10.67, 2.13, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 2, 102, 1, 1.49, -7.59, 5.05, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 3, 102, 1, 2.92, -2.98, 11.58, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 4, 102, 1, 6.56, 3.82, 16.62, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 5, 102, 1, 2.93, 13.6, 30.38, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 6, 102, 1, 13.51, 16.67, 30.17, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 7, 102, 1, 15.85, 21.17, 34.45, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 8, 102, 1, 16.02, 20.38, 33.83, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 9, 102, 1, 11.19, 14.47, 26.29, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 10, 102, 1, 8.34, 10.53, 21.72, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 11, 102, 1, 1.94, 4.6, 14.45, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1928, 12, 102, 1, 2.87, -2.97, 6.91, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 1, 101, 0, 3.87, -18.93, -4.66, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 2, 101, 0, 1.46, -12.87, 1.01, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 3, 101, 0, 3.57, 0.96, 12.71, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 4, 101, 0, 3.26, 7.25, 21.04, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 5, 101, 0, 5, 10.71, 26.1, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 6, 101, 0, 8.03, 16.7, 32.73, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 7, 101, 0, 5.56, 21.18, 36.92, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 8, 101, 0, 6.2, 19.76, 35.34, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 9, 101, 0, 11.54, 14.61, 27.65, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 10, 101, 0, 5.56, 10.46, 23.08, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 11, 101, 0, 1.99, -0.33, 10.28, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 12, 101, 0, 3, -7.92, 2.43, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 1, 102, 1, 3.87, -18.93, -4.66, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 2, 102, 1, 1.46, -12.87, 1.01, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 3, 102, 1, 3.57, 0.96, 12.71, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 4, 102, 1, 3.26, 7.25, 21.04, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 5, 102, 1, 5, 10.71, 26.1, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 6, 102, 1, 8.03, 16.7, 32.73, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 7, 102, 1, 5.56, 21.18, 36.92, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 8, 102, 1, 6.2, 19.76, 35.34, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 9, 102, 1, 11.54, 14.61, 27.65, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 10, 102, 1, 5.56, 10.46, 23.08, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 11, 102, 1, 1.99, -0.33, 10.28, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1929, 12, 102, 1, 3, -7.92, 2.43, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 1, 101, 0, 2.08, -16.23, -2.44, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 2, 101, 0, 3.85, -4.87, 7.62, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 3, 101, 0, 1.95, -2.08, 11.9, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 4, 101, 0, 2.68, 7.36, 22.72, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 5, 101, 0, 11.13, 13.43, 27.51, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 6, 101, 0, 11.92, 19.61, 33.95, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 7, 101, 0, 8.21, 21.28, 36.53, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 8, 101, 0, 3.05, 20.41, 37.85, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 9, 101, 0, 12.34, 14.59, 29.8, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 10, 101, 0, 4.23, 9.85, 20.43, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 11, 101, 0, 7.01, 2.66, 14.14, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 12, 101, 0, 1.62, -4.38, 6.11, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 1, 102, 1, 2.08, -16.23, -2.44, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 2, 102, 1, 3.85, -4.87, 7.62, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 3, 102, 1, 1.95, -2.08, 11.9, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 4, 102, 1, 2.68, 7.36, 22.72, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 5, 102, 1, 11.13, 13.43, 27.51, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 6, 102, 1, 11.92, 19.61, 33.95, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 7, 102, 1, 8.21, 21.28, 36.53, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 8, 102, 1, 3.05, 20.41, 37.85, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 9, 102, 1, 12.34, 14.59, 29.8, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 10, 102, 1, 4.23, 9.85, 20.43, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 11, 102, 1, 7.01, 2.66, 14.14, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1930, 12, 102, 1, 1.62, -4.38, 6.11, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 1, 101, 0, 1.66, -5.23, 6.41, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 2, 101, 0, 1.39, -2.05, 11.36, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 3, 101, 0, 3.51, 0.21, 11.94, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 4, 101, 0, 2.85, 7.23, 23.76, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 5, 101, 0, 8.51, 12.39, 27.66, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 6, 101, 0, 12.82, 20.29, 34.57, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 7, 101, 0, 6.62, 22.31, 37.18, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 8, 101, 0, 8.51, 20.05, 33.88, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 9, 101, 0, 8.58, 18.1, 32.55, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 10, 101, 0, 7.22, 12.98, 25.87, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 11, 101, 0, 7.81, 5.83, 16.21, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 12, 101, 0, 1.84, -0.09, 9.32, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 1, 102, 1, 1.66, -5.23, 6.41, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 2, 102, 1, 1.39, -2.05, 11.36, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 3, 102, 1, 3.51, 0.21, 11.94, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 4, 102, 1, 2.85, 7.23, 23.76, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 5, 102, 1, 8.51, 12.39, 27.66, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 6, 102, 1, 12.82, 20.29, 34.57, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 7, 102, 1, 6.62, 22.31, 37.18, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 8, 102, 1, 8.51, 20.05, 33.88, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 9, 102, 1, 8.58, 18.1, 32.55, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 10, 102, 1, 7.22, 12.98, 25.87, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 11, 102, 1, 7.81, 5.83, 16.21, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1931, 12, 102, 1, 1.84, -0.09, 9.32, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 1, 101, 0, 3.35, -6, 4.9, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 2, 101, 0, 2.15, -9.61, 5.47, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 3, 101, 0, 2.69, -6.5, 7.1, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 4, 101, 0, 5.03, 6.75, 20.67, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 5, 101, 0, 9.18, 13.52, 28.94, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 6, 101, 0, 8, 20.05, 35.25, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 7, 101, 0, 9.35, 21.31, 36.13, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 8, 101, 0, 11.05, 20.51, 35.69, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 9, 101, 0, 2.82, 14.17, 29.73, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 10, 101, 0, 6.05, 8.54, 19.83, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 11, 101, 0, 7.03, -0.59, 10.72, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 12, 101, 0, 2.13, -9.48, 3.15, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 1, 102, 1, 3.35, -6, 4.9, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 2, 102, 1, 2.15, -9.61, 5.47, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 3, 102, 1, 2.69, -6.5, 7.1, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 4, 102, 1, 5.03, 6.75, 20.67, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 5, 102, 1, 9.18, 13.52, 28.94, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 6, 102, 1, 8, 20.05, 35.25, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 7, 102, 1, 9.35, 21.31, 36.13, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 8, 102, 1, 11.05, 20.51, 35.69, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 9, 102, 1, 2.82, 14.17, 29.73, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 10, 102, 1, 6.05, 8.54, 19.83, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 11, 102, 1, 7.03, -0.59, 10.72, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1932, 12, 102, 1, 2.13, -9.48, 3.15, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 1, 101, 0, 2.54, -8.01, 6.07, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 2, 101, 0, 2.77, -13.34, 1.42, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 3, 101, 0, 2.5, -1.8, 10.17, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 4, 101, 0, 5.82, 6.41, 19.09, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 5, 101, 0, 7.97, 13.84, 28.33, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 6, 101, 0, 6.33, 20.93, 37.69, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 7, 101, 0, 8.4, 21.92, 37.26, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 8, 101, 0, 4.65, 19.34, 34.43, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 9, 101, 0, 9.58, 17.24, 31.48, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 10, 101, 0, 9.21, 7.2, 19.49, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 11, 101, 0, 3.58, -0.78, 8.99, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 12, 101, 0, 4.17, -11.85, 1.58, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 1, 102, 1, 2.54, -8.01, 6.07, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 2, 102, 1, 2.77, -13.34, 1.42, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 3, 102, 1, 2.5, -1.8, 10.17, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 4, 102, 1, 5.82, 6.41, 19.09, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 5, 102, 1, 7.97, 13.84, 28.33, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 6, 102, 1, 6.33, 20.93, 37.69, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 7, 102, 1, 8.4, 21.92, 37.26, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 8, 102, 1, 4.65, 19.34, 34.43, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 9, 102, 1, 9.58, 17.24, 31.48, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 10, 102, 1, 9.21, 7.2, 19.49, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 11, 102, 1, 3.58, -0.78, 8.99, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1933, 12, 102, 1, 4.17, -11.85, 1.58, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1934, 1, 101, 0, 2.39, -7.54, 5.08, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1934, 2, 101, 0, 2.13, -11.6, 3.1, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1934, 3, 101, 0, 2.52, -5.04, 9.5, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1934, 4, 101, 0, 3.13, 6.89, 18.7, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1934, 5, 101, 0, 4.24, 14.78, 32.21, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1934, 6, 101, 0, 9.22, 18.84, 33.4, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1934, 7, 101, 0, 6.93, 20.45, 35.96, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
1934, 8, 101, 0, 6.14, 17.68, 32.26, 0, 0, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, -99, 0, 
